0,1
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037d-s03-01.png,to which he had been subjected ever since the symp-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g03-064-s00-01.png,"with a book on the life of Marx ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050c-s02-05.png,ever being cured . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-011-s00-02.png,to talk to the author of Borstal Boy and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-082-s01-01.png,and virile competitor and he knew it .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-017-s00-01.png,"firms , some of them occupying more than"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-053-s01-00.png,"POLICE , on direct orders from the Cabinet , are"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-061-s01-01.png,first mantis had hatched from the very large
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-040-s02-02.png,the Workers' Educational Association ; the University
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h06-000-s00-03.png,"occurrences to H.M. District Inspectors of Factories ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-022-s00-00.png,"Decide on the required angle of slope ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-077-s02-00.png,We now had a vicarage next
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018n-s00-00.png,"When the sailing season was past ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-020-s03-01.png,so this is an invitation from my good friends of the TUC that
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037i-s03-01.png,numerous conventional remedies to which he had been
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-004-s00-03.png,citizen to quit his country .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-000-s01-02.png,to have been devoted to this main point
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-101a-s00-07.png,HAVE A CUP OF TEA !
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-039-s00-00.png,"That little beast , Robbie Munyard ! """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-090-s03-00.png,"Mr. Anthony Fell ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-097-s04-02.png,jibbing the boom to which he had the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-066-s03-04.png,them without visionary power .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d03-112-s01-01.png,"pairi-deaza , from which our word paradise"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-060-s03-03.png,pound notes .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-060-s02-01.png,briefcase opened .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-090-s03-01.png,"same empty streets as he had the night before ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-011-s00-00.png,Of those at present employed in manufacturing industry
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m03-062-s00-02.png,resemblance to the shrunk heads we had
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b03-025-s01-02.png,tact across the greatest political barrier in what
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-045-s02-03.png,# two sides consisting of eleven players
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-027-s04-01.png,would be pleasanter if such cruel and feudal
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-030-s02-00.png,"She could remember now his exciting laughter ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-052-s01-04.png,which is most likely to have been the original
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-079-s00-00.png,"Prudence , ambition and reason had"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-139-s02-02.png,I can for him so that she can get out to do her shopping .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-076-s00-04.png,from lead-210 and the alpha particles from
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-030u-s05-00.png,But the final
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k02-067-s01-01.png,the cookie to make you a fresh lot ? '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-076-s01-00.png,"It gives one loud ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-026-s00-03.png,different winds .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-082-s01-00.png,But he was still no sort of match for a young
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-057-s00-00.png,"A CURIOUS advertisement on page nine , paid"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-083-s02-06.png,"bluff to succeed the next time ) and , lately , by"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-080-s07-02.png,miles to London for his first session .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-025-s01-01.png,made at the upper toe line
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031i-s04-01.png,fear that the exasperation of the People will be so
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-060-s01-02.png,"taken in Adultery , and this accounts"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-098-s01-00.png,So we ask you to go
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-097-s01-02.png,beach catastrophe in the Patriote .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-003a-s00-03.png,IS SATIRICAL :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-015-s00-01.png,"third talks - the first were at Key West , Florida , the second in"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-048-s02-00.png,In most constituencies it may go down as
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c01-066-s00-03.png,who had been close to him .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-050-s04-00.png,Tong guessed that they did not
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-061-s03-01.png,"difficulty in breeding fruit flies and , after"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-195-s00-01.png,Fred picked up about Pete Jesty always touching
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-003-s00-01.png,President Kennedy's report to the British
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-014b-s02-01.png,the presence of leading Missolonghi officials in order to make
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-069-s00-07.png,decline .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-059-s02-01.png,posed so as to cause doubt and confusion
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-175-s01-00.png,Certainly they spend more .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-120-s01-02.png,"partner can do , "" was her quick reply ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-128-s03-01.png,"gripping a loaded rifle , told his wife :"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-048-s03-03.png,mobilise reserves necessary to bring the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-042-s00-00.png,She had no desire to see in print that her
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007d-s00-00.png,In A Taste of Honey Mr. Richardson has
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-033-s02-03.png,her explanations as though he were
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-076a-s01-01.png,the meats with their antithesis .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h04-007-s01-05.png,couples and couples with one child .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047c-s00-03.png,"a human being ' , had an increasing number of"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-104-s02-00.png,She turned away
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-015-s00-02.png,German armed forces ( within Nato
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018f-s02-01.png,"me , as there has been much rain and damp , but the temperature"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p06-058-s04-01.png,the word .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-056-s01-06.png,Germany to start the First World War .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-082-s00-01.png,"it started from . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-119-s08-00.png,""" What with - arsenic ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-018-s00-01.png,end reveals when the required amount
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-173-s04-01.png,"me share downstairs , and we have Mag , or"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-067-s01-01.png,"are "" likely to persevere in such unlawful"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-071-s04-00.png,On the whole he probably
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-113-s03-00.png,1 . Take hold
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-139-s01-01.png,parts of the mind not normally available without hypnosis are used .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l03-004-s02-02.png,automatic sent a new confidence surging through
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-103-s06-00.png,Seven
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-021-s05-00.png,And the stone shall
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-126-s02-06.png,evening .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-012-s01-00.png,Then
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-037a-s00-03.png,of the shopkeepers that their trade would
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f03-174-s06-00.png,I 'm afraid
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-019-s02-01.png,will be 11 German divisions in Nato
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-096-s05-00.png,""" I rather like to have"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h01-024-s00-03.png,employment or as part of business premises ; rented
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-021-s03-01.png,"the drift , it probably has a survival value"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-075-s02-00.png,They ought to have a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007d-s00-02.png,England and has made it live .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-079-s01-03.png,"if not , use a strong horizontal"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-060-s03-00.png,Cecil thrust an
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-029-s02-01.png,had told her about taking Luke's
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-222-s04-01.png,"continuously . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-085-s03-01.png,mean that .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-065-s01-00.png,""" No , but I mean - """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-053-s00-03.png,Hotel .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-113-s01-01.png,weren't worried .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-091-s02-00.png,""" I don't want to talk like an adult , "" screams"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-057-s10-00.png,""" It isn't at"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-021b-s01-03.png,because their pots would not stand fire ;
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-034-s00-01.png,a new Conservative booklet called The Record Speaks
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-037a-s01-02.png,of towns and has added to the interest of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j06-018-s00-03.png,and for other species in the same
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-085-s04-01.png,that 'd kill you .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-039a-s01-03.png,traveller occasionally encounters a certain
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-000-s01-02.png,who was still repeating in sing-song :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007f-s01-02.png,"play-grounds , the public monuments and"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g05-098-s01-00.png,Particular
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047d-s01-02.png,consulted in May 1834 .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-022-s02-00.png,He gestured towards the bay where the full
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g03-049-s01-02.png,"Christianity , common ground could be found ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-035-s02-01.png,woman had been engaged once before - to a barman
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-013-s00-00.png,"He double-crosses the five pals with whom he lives ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011p-s05-02.png,"the soldier - a favourable change in my eye ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-187-s04-01.png,"grumbling rearguard action , permitted himself"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-100-s05-00.png,"It was his favourite brand ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-126-s01-00.png,""" Toss them on the grass"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-164-s09-00.png,But Broughtons stood his ground .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-113-s02-01.png,Joy .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047j-s01-01.png,"Dr Giuseppe Mauro , whom Anglesey"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081c-s00-02.png,we would be altogether clearer in our minds
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-147-s00-01.png,can nevertheless identify it .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-110-s02-00.png,"If we can - well , then we"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-083-s01-00.png,"It was determined that 100,000"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-079-s00-03.png,down the lake .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-014u-s00-01.png,boycotting the London talks on the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-081-s01-02.png,"1thy life means even at night-time . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d05-040-s03-01.png,and so was the office of a bishop .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-043-s06-00.png,""" Start running punctual and where are you ?"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-150-s04-00.png,They stripped
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-097-s00-02.png,in six weeks time from ending up in blind alley
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-030-s01-00.png,And this in spite of having at last managed
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-000-s01-02.png,Commonwealth ?
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050i-s02-01.png,"energetic man with a gentle and charming character ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-043-s00-00.png,And he suffered an alcoholic
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-014-s01-02.png,"for his lady , for he records testily :"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-018-s02-00.png,The records of these tender trifles
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-080-s02-00.png,This scheme is
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-047-s01-03.png,"which she had never ceased to deplore , his"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-017-s01-01.png,was wondering whether Olimpia had been
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-053-s00-01.png,"Minister , to do the honours as host , in which capacity"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-032a-s00-03.png,ethereal enjoyment to the grosser pleasures of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-033-s01-05.png,Knoll .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-125-s00-00.png,"And we answer , that the Lord our God gave us "" four freedoms """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-052-s00-04.png,lucky to have descended from such economic altitudes .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-007-s00-00.png,One of the small ones .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-023-s00-01.png,development corporations the proportion of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050a-s02-05.png,# being cured . '
